Comments,Label
علی علیہ السّلام کا مقایسہ انبیاء کرام علیہم السلام سے کرو دوسروں سے مقایسہ ہی نہیں بنتا ہے۔ وہ بھی چالیس چالیس سال تک بت پرستی کرنے والوں سے۔,offensive
جیوے جیوے سید جیوے,normal
شاہ جی جتنی آپ نے اس بچارے کی کردی ہے اتنی کسی کی نہی کرتے علمی چترول,normal
یاسین صاحب کو کوئی بتائے کے یہاں بیان نہی علمی مباحثہ ہو رہا ہے یہاں اونچی آواز سےنہی بلکے دلائل چلتے ہیں,normal
سید ذوالفقار صاحب نے بہت علمی انداز میں گفتگو کی اور علامہ یاسین صاحب نے ایک سادے سوال کا بھی جواب نہ دیا کہ جب آپ مولا علی علیہ السلام کی افضلیت قرآن سے ثابت کررہے ہیں تو اسکے انکار کرنے والے پر کیا حکم لگے گا؟... بلکہ کسی ایک کو بھی جواب نہ دیا,normal
نبی اور انبیاء کے بعد سب سے افضل ابوبکر صدیق ہیں یاسین رافضی نے تقریر کی ہے بات افضلیت کی ہو رہی ہے اور وہ فضیلت کی بات کر رہا ہے شاہ صاحب نے ان سے دلائل مانگے یاسین رافضی نے تقریر شروع کر دی یاسین رافضی جواب دو تقریر نہ کرو,offensive
اسکا کونسا جملہ کاٹا ہے گستاخ کا بہت بڑا گستاخ ہے بے ادب,offensive
قرآن کے مقابلے میں پیر مہر علی شاہ,normal
شاہ جی تسی اس مراثی دی چنگی منجی ٹھوکی اے,normal
کسی شخصیت کی افضلیت کا معیار کسی فرقے کے نام نہاد عقیدہ نہیں افضل وہی ہے جسے اللہ و رسول نے افضل بنایا ہے۔کل پھٹے پرانے مولوی یا بابے اس بات پر قانون سازی کرنے کے حقدار نہیں۔,offensive
کمال است شاہ صاحب اللہ کریم آپ کو سلامت رکھے آمین عقیدہ اہلسنت زندہ اباد,normal
شاہ صاحب نے کمال کی علمی گفتگو کی ہے,normal
ابوبکر (دل) عمر(دل) عثمان(دل)علی(دل),normal
جیو میرے شیر یا سین,normal
شاه صاحب سوال کرتے رہےاور یاسین صاحب جواب دیتے رہے یہ اور بات ہے کہ شاه صاحب کو جواب سمجھ نہیں آئےالبته سامعین سمجھ گئے ہیںگرچه جوابات دن کی طرح واضح تھے,normal
یاسین صاحب دلائل دیتے قرآن سے حدیث سے ۔۔۔شاہ صاحب اپنے بابوں کی کہانیاں سناتے رہے ۔۔۔ بہت خوب اویس صاحب ۔۔۔اچھا دھیان لگایا ہوا ۔۔(ہنسی)(ہنسی)(ہنسی),normal
یسن رافضی نے بے سند روایات پڑی جو کہ قابل قبول نہیں,offensive
قربان جاؤ یاسین صاحب زبان سلامت رہے بیان سلامت رہےـ کیا فضائل پڑھے جزاک الله,normal
"حق مولا علی کے ساتھ ہے، اہلسنت کا دین پیر مہر علی شاہ اور محدثین کی زاتی رائے پر مبنی ہے، جبکہ اصل اسلام وہی ہے جو قرآن پاک اور احادیث مبارکہ میں ہے اور جو علامہ یسین قادری  نے بیان کیا ہے",normal
آخری روایت جو یاسین رافضی نے پڑھی ہے کہ علی نبی کے کا گوشت ہے وغیرہ اس کو تو خود اعلیحضرت بریلوی رحمۃ اللہ علیہ نے موضوع من گھڑت لکھا ہے,offensive
علی علیہ السلام کا ذکر عبادت ہے علی کل ایمان ہے(دل),normal
السلام علیکم قادری صاحب آپ اس کے سامنے حضور صلی اللہ علیہ وسلم کو بھی لے کر ا جائیں گے نا یہ اپ کی بات نہیں مانے گا ان کے دلوں پر موہر لگی ہوئی ہے پہلے تو اس کا شجرہ چیک کرو یہ شاہ صاحب ہے بھی یا نہیں یہ جمعرات کی پیدائش تو نہیں ہے پہلی یہ چیک کرو کیونکہ پہلے جمعرات میں جو پیدا ہوتے تھے وہ سید کہلاتے تھے,offensive
جیو یاسین قادری صاحب اللہ پاک آپ کو سلامت رکھے آمین ثمہ آمین,normal
یسین یہ پکہ شیعہ ہے اس سے بات کرنا فضول ہے یہ گستاخ ہے,hate
سید ذوالفقار نے کمال کر دیا۔۔۔۔۔۔ افضل بعد از انبیاء حضرت ابو بکر صدیق,normal
یسین قادری آداب سیکھ لیں گفتگو کے,normal
آقای  قادری صاحب جزاکم اللہ خیرا بہت ہی عمدہ علمی دلائل بیان فرمائیے ہیں ماشاءاللہ,normal
یار وہ جملہ کیا تھا جس کو واپس لینے کے لیے اویس ربانی بار بار بار بار بار بار بار بار بار بول رہا تھا ۔ وہ پتہ چل جائے تو مزہ آ جائے جیو قادری صاحب(دل)(دل),normal
اویس بھائی کو بھی پتہ چل گیا کہ یسن کتنا بڑا گستاخ ہے,offensive
قال رسول اللہ صلی اللہ علیہ والہ وسلم علی علیہ السلام کی ایک ضربت خندق ثقلین کی عبادتوں سے افضل ہے جب مولا علی علیہ السلام کی ایک ضربت خندق تمام امتوں کی عبادتوں سے افضل ہے تو کیا خود مولا علی سب سے افضل نہیں ہوئے,normal
یسین کو کچھ نہیں آتا ویسے اپنی اور اپنے شیخ کینڈی کی بے عزتی کروا رہا ہے,offensive
منھ اٹھائے چلے آئے کا کیا معنی ہوگاتو پھر منھ اٹھائے چلے جانے کا مطلب سمجھ آئے گا,normal
حق صرف اہلبیت (دل)️,normal
"ذوالفقار شاہ گیلانی صاحب کے پلے ""ککھ"" بھی نہیں اوریہ تو ہے ہی ""کا کا بھلی""اویس ربانی صاحب یاسین قادری کے مقابلے میں کوئی عالم بلائیں",normal
حق حق ہے چاہے کسی کو برا لگےجیو قادری صاحب,normal
یسن پکا گستاخ ہے,offensive
یٰسین بھائی بہت کمال کی اور مدلل گفتگو مولا چار آپ کو سدا سلامت رکھیں,normal
نعرہ حیدری(دل),normal
قرآن وحدیث کے مقابلے میں شاہ صاحب اپنے علماء کے اقوال پیش کر رہے ہیں۔اور پیر مہر علی شاہ پیش کر رہے ہیں(ہنسی),normal
صدیق اکبر ۔۔۔۔علی علی (علیہ السلام),normal
"مولا علی کے تمام صحابہ سے زیادہ علم کے حوالے سے علامہ یاسین قادری نے درجن سے زائد احادیث بیان کیں جن میں تقریباً آدھی صحیح احادیث تھیں (ایک حدیث بھی صحیح کافی تھی) باقی آدھی حسن اور ضعیف درجے کی تھیں تو جو ضعیف تھیں، ضعیف کے متعلق علامہ یاسین نے قاعدہ بتایا تھا کہ ضعیف بھی فضائل میں چل جاتیں ہیں، مولوی زولفقار صاحب یہاں عام لوگوں کو یہ تاثر دے رہے ہیں کہ شاید علامہ یاسین نے ساری ہی ضعیف احادیث بیان کیں۔",normal
فضیلت اور افضلیت میں فرق کرنے کی بھی اہلیت نہیں یسن صاحب میں ۔۔۔۔۔۔۔۔۔,normal
یاسین قادری صاحب آپ نے تو ناصبیوں کے پھٹے اکھاڑ دیے,offensive
یہ کیسا بیٹا ہے جو اپنے بابا کی افضلیت گھٹانے آیا ہے؟؟,normal
اس میں کوئی شک نہیں کہ بعد نبی کریم صلی اللہ علیہ وآلہ وسلم ہر لحاظ سے امیر المومنین حضرت امام علی ابن ابی طالب ع قرآن و حدیث کی رو سے سب سے افضل ہے۔,normal
شاہ صاحب نے سید ہونے کا حق ادا کر دیا (دل)(دل)(دل)(دل),normal
نقلی سید آخر میں کہہ رہا ہے کہ اسے دوبارہ موقع نہیں دینا اس کی باری ہوچکی ہے(شرمیلی ہنسی)(شرمیلی ہنسی)(شرمیلی ہنسی)(شرمیلی ہنسی),offensive
کرب و بلا کی جنگ میں حصہ علی کا ہےتعمیر ہے حسین کی نقشہ علی کا ہے (دل),normal
یسین جو پرواز کو پر تول رہا ہے*> *سچ یہ ہے کہ اندر سے علی  بول رہا ہے*,normal
جب زکر علی ہو تو جلال آ ہی جاتا ہے۔۔  پتہ نہیں لوگ علی کا مقابلہ ہی کیوں کرواتے ہیں۔۔,normal
قرآن کریم کے مقابلے میں ذوالفقار شاہ نے  کہانیاں شریف بیان کیں,normal
یاسین کی علمی حیسیت رائ کے دانے کے برابر بھی نہی اور انہونے ابھی تک قبلہ شاہ  صاحب کے ایک سوال کا جواب بھی نہی دیا جو ان کے خود کا دعوا ہے اس کا بھی جواب ان کے پاس نہی,offensive
ایک طرف قرآن شریف حدیث شریف اوردوسری طرف کہانی شریف ھا ھا ھا ھا ھا,normal
واہ کیا بندہ ہے علم بولتا ہے (دل)(دل)(دل) یاسین قادری صاحب (دل),normal
قرآن کریم کے جواب میں بابوں کی کہانی کیا علمی معیار ہے گیلانی کا ۔,normal
شاہ جی بقول آپ کے حدیث آپ کے گھر کی ہے تو حضرت صاحب سب کچھ اپ کا ہے تو فضیلت کسی اور کی بڑی کچھ سمجھ نہیں آ رہا قبلہ شاہ صاحب,normal
"مولا آپ کو سلامت رکھے آمین آپ نے علی علیہ السلام کے نوکر ہونے کا حق ادا کر دیا ۔ جیو یاسین قادری ،(دل)(دل)(دل)",normal
انتہائی علمی دلیل ذالفقار شاہ صاحب نے کی اور واقعتا عقل بھی تسلیم کرتی ہے کہ افضلیت و فضائل میں فرق ہے۔,normal
حضرت ابو بکر صدیق ہی افضل ہیں ۔۔۔۔ پہلے خلیفہ بھی ہیں,normal
علی ع کو کیسے میں مولاۓ کائنات لکھوں کہ علی ع  کا نام بڈا کائنات چھوٹی ہے,normal
کمال کر دیا علامہ یاسین صاحب,normal
یاسین قادری ۔۔۔ کو عربی پڑھنی آتی ہیں,normal
اے اللہ تو حق کو ادھر موڑ دے جدھر علی ع جائے۔ الحدیث,normal
یسین قادری رافضی بے سند روایتیں پڑھ رہا ہے اور شاہ صاحب کے سوالات کے جواب نہیں دے رہا یہی اس کی شکست ہے اس کا علم اتنا ہی ہے رٹ کے آیا تقریر کی طرح,offensive
"یاسین قادری صاحب پروردگارِ عالم ،رسولِ خدا ص ،مولا علی ع اور بی بی سیدہ س آپ سے راضی ہوں۔",normal
علی کے چہرے کو دیکھنا عبادت ہے۔ الحدیث,normal
یہ یسین تو سر عام گخستاخی کر رہا ہے,offensive
رافضیوں کےٹکڑےکھاناسوکھاہےیاسین مراثی افضلیت کےبارےایک بھی دلیل نہیی دےسکااورچیخ آسمان تک,offensive
سیدہ پاک کے جنازہ کے لیے مولی کائنات نے جس کو امامت کا کہا وہ یار غار ہے,normal
سید کے مقابل یزید (حیرت),offensive
ایک بندہ قرآن پڑھ رہا ہے ایک بند مشائخ عظام کے حوالےفیصلہ کس کے حق میں جاتا ہے,normal
تمام کامینٹس  کو دیکھیں ۔ ان میں سے پچیس پرسینٹ شاہ کے حق میں ۔ اور پچھتر پرسینٹ یسین قادری کے حق میں کامینٹس آئے ہیں ۔تو ھم یاسین قادری صاحب کو فتح مبین کی مبارک باد دیتے ہیں ۔,normal
افضلُ البشر سیّدُنا صدیق اکبر۔۔۔اس کا انکار کرنے والا گمراہ۔۔۔۔,offensive
یہ غلط بول رہا ہے الف لام عموم کا فائدہ تب دیتا ہے جب جمع پر داخل ہو ارے جمع تو پہلے ہی عمومیت کا معنی دے رہا ہے ۔۔۔ الف لام استغراق اگر مفرد پر داخل ہو تو جمع کا فائدہ دیتا ہے ۔۔۔(شرمیلی ہنسی)قائدے تو صحیح سے پڑھکے اتا,normal
سیدنا ابوبکر اول اور مولا پاک چہارم(دل),normal
جعلی سید وڑ گیا,offensive
ابوبکر اول(دل) مولا پاک چہارم(دل),normal
ویڈیو کا آخری جملہ شاہ صاحب نے فرمایا مولی صاب گرم نہ ہووووں(ہنسی),normal
اویس ربانی بھی پانی پانی ہو گئے۔ سوچ رہے ہونگے میں نے افضیلیت کا پروگرام رکھ کیوں لیا۔۔ یہاں تو سب کُھل گئے پول۔,normal
شاہ جی مزا آ گیا اپنے بابا کے فیصلہ پر پہرہ دے ہیں مولی کائنات فرماتے ہیں جو مجھے ابو بکر صدیق پر فضلیت دے میں علی اس کو ستر کوڑے لگواؤں,normal
رافضی اب     کھسیانی بلی کھنبہ نوچے کی مصداق بن گیا ہے,offensive
جیو سید ذولفقار شاہ  (دل)(دل)(دل)(دل)(دل) سید ہو تو ایسا,normal
"اللہ پاک اپنی پناہ میں رکھے یاسین صاحب کو۔ حقائق کھول کے بیان کر دئیے ۔۔"" اُن کا قتال تو کھاؤ """,normal
(دل)(دل)(دل) علی علیہ السلام والے علی علیہ السلام کی ہی مانتے ہیں (دل)(دل)(دل) سید ذوالفقار علی گیلانی صاحب جیت گئے۔,normal
سبحان اللہ ماشاءاللہ  جزاک اللّٰہ وکیل اہلبیت اطہار  ع  جناب علامہ محمد یاسین قادری صاحب   اللّٰہ پاک  آپکو  اجرِ رسالت کی  ادائیگی  کا  صلہ عنایت فرما الہٰی آمین یا ربّ کریم,normal
ذوالفقار گیلانی صاحب کے پاس قرآن و حدیث و تاریخ کے مقابلے میں کہانیاں ہیں اللہ کی ذات جانتی ہے یہ بات ذوالفقار گیلانی کے دل میں روشن ہو گی مولا علی ع بعد از رسول ص افضل ترین شخصیت ہیں مولا علی ع پر کسی کا کیا قیاص کرنا,normal
ذوالفقار گیلانی صاحب کہتے ابو بکر صاحب افضل ہیں مگر انکے فضائل کوئی نہیںاور مولا علی ع افضل نہیں ہیں مگر انکے فضائل زیادہ ہیں,normal
یہ رافضی صرف  چھلانگیں لگارہا ہے باندر کی طرح اسے نہ عبارت اتی ہے نہ ہی اصول سے واقف ہے,offensive
شاہ صاحب ماشاءاللہ بہت خوب (دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل),normal
یسین قادری رافضی ھیں,offensive
مرنے سے پہلے یاسین رافضی کر لے تو اس بات پر غور خطابت کا میدان اور ہے دلائل کا میدان اور کمال شاہ جی بہت اعلی اللہ تعالیٰ سلامت رکھے,offensive
یسین قادری نے ضعیف اور موضوع روایات پڑھ کر وقت برباد کیا ۔۔۔جبکہ شاہ جی نے حضرت علی علیہ السلام سے فضیلت ثابت کر دی(خوشی),offensive
آل نبیﷺ اولاد علیؑ سید ذوالفقار گیلانی کو سیدنا صدیقؓ اکبر کی افضلیت پر دلائل اور ثبوت دے کر فاتح رہنے پر مبارکباد پیش کرتے ہیں(دل)(دل)(دل),normal
علامہ یاسین قادری صاحب تھوڑے جذباتی ہین لیکن ان کے دلائل ٪(سو فیصد) صحیح ہیں,normal
فضیلت شییخین  مولا علی علیہ السلام  سے ثابت ہے ۔۔۔یسین قادری تو شے ہی کوئی نہیں,normal
مولا علی مولا ہیں اور مولا علی کے اِمام صدیق اکبر  افضل ہیں (گلاب),normal
ثابت ہوا یہ مولا علی علیہ السلام  کی ایک بات نہیں مانتا,normal
صدیق دا پہلا نمبرحق چار یار(دل),normal
(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)سیدنا ابو بکر صدیق رَضِیَ اللّٰهُ عَنْہُ افضل البشر بعد از انبیاء بالتحقیق (دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)(دل)حق اور سچ یہی ہے کہ انبیآء کرام علیھم السلام کے بعد کائنات میں سب انسانوں سے افضل جو ذات ہے سیدنا ابو بکر صدیق رَضِیَ اللّٰهُ عَنْہُ کی ذات ہے ((❣))️️️اور یہی عقیدہ مولی علی کا ہے (محبت)(محبت)(محبت),normal
ہم پیر سید ذوالفقار شاہ صاحب کو مبارک باد دیتے ہیں قبلہ شاہ صاحب جیت گئے اور وہ رافضی شاہ صاحب کے سوالوں کا جواب نہ دے سکا الحمدللہ (دل)ایک سوال کا بھی جواب نہ دے سکا الحمدللہ (دل),offensive
علم مدار افضل ہے۔ وَ فَوۡقَ کُلِّ ذِیۡ  عِلۡمٍ  عَلِیۡمٌ ﴿ستر چھ﴾ ہر ذی علم پر فوقیت رکھنے والا دوسرا ذی علم موجود ہے ۔,normal
"شاہ صاحب کی بند ہو گئی ہے، بات ہی نہیں آئی شاہ کو، منڈ کے رکھ دیا ہے رافضی نے شاہ کو",offensive
بابوں کا مقابلہ قرآن و حدیث سے (ہنسی),normal
اصولی اور منهج اہل سنت کے ساتھ شاہ صاحب نے کلام کیا باقی دوسرے حضرت بس خطابت کرتے رہے,normal
ایسے ہزار شاہ صاحبان ایک مرد مومن حضرت علی علیہ السلام کا ادنٰی غلام جناب محترم مولانا یاسین قادری صاحب حفظ اللہ کے برابر نہیں۔مولانا یاسین قادری صاحب جو مواد پیش کر رہا ہے دراصل شاہ جی پہلی بار دیکھ اور سن رہا ہے کیونکہ شاہ صاحب ساری عمر اپنے بابوں کے فضائل پڑھے ہیں۔,normal
شاہ جی نے صحیح روایت مولا علی علیہ السلام کی پیش کی کہ ابوبکر و عمر افضل ہیں ۔۔۔یسین کا پروگرام وڑ گیا,offensive
ناراۓ حیدریؑ,normal
قرآن کریم کے مقابلے میں کھانیاں شریف بیان ھوئی یاسین قادری صاحب سلامت رہیں (دل),normal
السلام علیکم واہ کیا بات ہے یاسین صاحب شاہ صاحب نے یاسین صاحب کی ایک بات کا بھی جواب نہیں دیا اور اس کے برعکس یاسین صاحب نے ایک ایک اپوائنٹ کا جواب دیا اس سے یہ ثابت ہوا کہ علی ہی حق ہے افضل البشر بعد الانبیاء حضرت علی علیہ السلام ہیں ہم سیدنا حضرت ابوبکر صدیق اور سیدنا عمر فاروق اور اور حضرت سیدنا عثمان غنی کو صحابی رسول مانتے ہیں لیکن افضل البشر انبیاء کے بعد مولا علی علیہ السلام ہے یہ بات اج ثابت ہو گئی ہے مبارک ہو یاسین صاحب اللہ اپ کو سلامت رکھے اپ اہلسنت والجماعت کے محقق ہیں اویس ربانی صاحب اللہ تعالی اپ کو لمبی عمر دے اس طرح کا مناظرہ اچھے ماحول میں اچھی گفتگو ہوئی جو تھوڑا بہت الفاظ کا چناؤ ہے اس کو تھوڑا سا بہتر کرلیں باقی سب ٹھیک ہے کیونکہ ہم اہلسنت و الجماعت ہیں صحابہ کرام کی عزت کرتے ہیں لیکن افضل البشر انبیاء کے بعد علی علیہ السلام ہیں یہ اج ثابت ہو گیا جزاک اللہ احسن الجزا,normal
شاہ جی چھا گئے ماشاءاللہ,normal
اس ایرانی کو مدظلہ کہنا نہیں آیا لیکن عوام کالانعام کا کیا کیا جائے,offensive
اللہ کو گواہ بنا کے کہتا ہوں ذوالفقار شاہ گیلانی کے پاس صرف کہانیاں ہیں,normal
گیلانی صاحب اسلام و قرآن کے فالوور کم اور پیر مہر علی شاہ کے گن گانے والے زیادہ ہیں۔۔ کوئی آیت تو پیش کر خدا کے بندے۔ ساری دنیا کو اپنی طرح لکیر کا فقیر سمجھ رکھا ہے۔۔ کیسا مولوی ہے قرآن کی کوئی آیت ہی نہیں کوٹ کر رہا,offensive
سعادات سچ میں اخلاق کے اعلیٰ درجے رکھتے ہیں اور عاشق علی (عليہ السلام) مستان ہوتے ہیں۔۔۔۔۔۔۔۔۔۔۔۔۔۔۔(دل)(دل)(دل)اللہ ھم صلی علی سیدنا محمد والہ وصحبہ اجمعین۔۔(دل)️(دل)️(دل)️(دل)️۔۔۔۔۔۔۔۔,normal
یسین موضوع روایت پڑھ رہا,normal
یاسین صاحب (دل)(دل)واہ کیا بات ہے,normal
حد ہے مولانا صاحب کہتے ہیں کہ افضل وہ نہیں ہو گا جس کے فضائل زیادہ ہوں گے اور مزے کی بات یہ ھیکہ خدا گواہ ہے اگر اسکے پاس حضرت ابو بکر کے کوئی فضائل ہوتے تو چیخ چیخ کر بیان کرتا,offensive
معراج کی حدیث قدسی بیان کر کے دل خوش کر دیا  علی مومنین کا امام ہے علی نورانی چہرے والوں کا امام ہے سبحان اللہ,normal
"میری جان میں اپنا وقت بچا رہا ہوں نہ جو اپ کھا گئے (ہنسی)(ہنسی)(ہنسی)(ہنسی) واہ یاسین صاحب ،(گلاب)((❣))️",normal
میری دونوں کے حمایتیوں سے ریکویسٹ ہے کہ یسین کادری اینڈ کمپنی کا اہلسنت وجماعت کے علاوہ کوئی اور نام رکھا جائے۔,offensive
اللھ اور نبي  ڪي بعد سب سي بڙابڙا علي علي مولا,normal
اس مباحثہ کو سننے کے بعد رزلٹ تو یہی نکلتا ہے کہ اس یاسین رافضی کو کسی مینٹل ہاسپٹل میں ایڈمٹ ہو جانا چاہیے اس کا علم چھلک نہیں رہا بلکہ پھٹ رہا یے(ہنسی)(ہنسی)(ہنسی)(ہنسی),offensive
اللہ پاک یاسین صاحب کوسلامت رکھے آمین ثمہ آمین,normal
ذوالفقار شاہ صاحب کو اللہ تعالی سلامت رکھے اور یاسین صاحب کو افضلیت پر بات کرنے کا حوصلہ دے یاسین صاحب کی گھبراہٹ سے پتہ چلتا ہے کہ یہ بس چلا گئی لگا رہے ہیں,offensive
احترام سب کا ہے پر مولیٰ علی علیہ سلام کی بات ہی الگ ہے ۔۔ (دل),normal
ماشاءاللہ یاسین قادری صاحب آپ نے حق ایسے بیان کیا جیسے حق بیان کرنے کا حق تھا (دل)️(دعا)((🏻))(خوشی) سلامت رہیں علی حق کا امام (ع),normal
الفاظ واپس لے لیں ہا ہا ہا ہا ہا,normal
اللہ تعالیٰ قرآن مجید میں دلائل سے بات سمجھنے کا حکم دے دہا ہے نا کے کسی بابے کی شخصیت پرستی کا,normal
کہاں یاسین کا علمی اور دلائل کا لیول او کہاں یہ نام نہاد شاہ۔۔ وہ قرآن سے دلائل دے رہے اور یہ بابوں کی بات کرتا ہے۔۔ قرآن کے دلائل مضبوط یا بابوں کی باتیں۔,offensive
مولوی یاسین صاحب ٹائم قیامت تک ہے ان سوالات کا جواب دیں اہلسنت کو۔۔۔۔۔,normal
بعد پیغمبر ص مولا علی ع  پر کسی فرد کی فضیلت کے تصور کا بھی کوئی تصور نہیں ھے,offensive
اللہ کی عزت کی قسم علامہ یاسین قادری صاحب رحمہ اللہ نے ثابت کر دیا علی ہی صریق اکبر ہے اور علی ہی فاروق اعظم یے,normal
یسین رافضی  نے جتنی بھی عربی عبارتیں پڑی ہیں ساری غلط پڑی ہیں,offensive
ياسين قادري مولا علی کے صدقہ آپ سلامت رہیں,normal
علامہ یاسین رافضی کی باتوں سے یہ ثابت ہوتا ہے کہ جتنے بھی اولیاء کرام گزرے ہیں ان کو قران و حدیث کی معاذ اللہ سمجھ نہیں ائی اس کو اج کے دور میں سمجھ اگئی ہے استغفر اللہ,offensive
"جیو جناب علامہ یاسین قادری صاحب،،،،حق اہل بیت ادا کر دیا ہے",normal
مولا علی ع ہی افضل ہیں جو مرضی کر لیں۔,normal
اہلسنت کے نزدیک ولایت کی مہر مولا علی لگاتے ہیں,normal
مولوی یاسین صاحب کی گفتگو کا کوئی سر پیر نہیں تھا (شرمیلی ہنسی),offensive
یسین قادری صاحب کا انداز بھلے جزباتی ہے پر بات پختا ہے,normal
علامہ یٰسین قادری صاحب مناظرہ جیتے ہیں,normal
سولہ:پچاس چار (ہنسی)(ہنسی)(ہنسی)(ہنسی)(ہنسی) مولوی پص گیا یاسین صاحب زندہ پچاس سات:پانچ باد(دل)(دل)(دل)(دل),normal
جب چودہ صدیوں سے رائج اہلسنت کی عقیدہ افضلیت میں ترتیب صدیق اکبر و عمر وعثمان و علی ہی کی ہے تو اس عقیدہ کو چھوڑنے والوں کو چاہئے کہ اب دل بڑا کر کے اپنا نام اہلسنت کی بجائے کچھ اور رکھ لیں۔,normal
ماشاءاللہ مولانا یسین قادری صاحب,normal
یسین قادری کی منجی ٹھک گئی ہے۔,offensive
"بعد خدا ، بعد نبی۔ سب سے بڑا علی",normal
یہ منہاجی یاسین کے پر پٹکار برس رہی ہے,offensive
"مولا علی ع کے فضائل سن کر برداشت کر جانا ہر کسی کے پِتے کے بس کی بات نہیں۔ علی حق ، علی سچ",normal
اج تے ہو گئی علی علی علیہ السلام,normal
اصولی گفتگو شاہ صاحب کی ہے,normal
جیو ببر شیر علامہ یسین قادری صاحب دل لوٹ لیا (دل),normal
یہ مناظرہ علامہ یاسین قادری صاحب جیت گئے ہیں,normal
ساتھ لے کر چل دیئے تھے مصطفی ہجرت کی شبعقل کا اندھا ابھی ترتیب کے چکر میں ہے,normal
ہا ہا ہا (شرمیلی ہنسی)(شرمیلی ہنسی)(شرمیلی ہنسی) کوئی بات سیدھی کرے تو بے ادبی ہو جاتی ہے,normal
اس لگڑ بگڑ رافضی کے ساتھ بیٹھنا سید پاک کی شان کے لائق نہیں پھر بھی ان کی اعلی ظرفی,offensive
اس عظیم فتح پر سید ذوالفقار شاہ صاحب کو دل کی اتھاہ گہرائیوں سے خراجِ عقیدت پیش کرتے ہیں(دل).منھاجی صاحب نے ایک بھی بات کا جواب نہیں دیا .الحَمْد للهْ مکمل مناظرہ دیکھا ہے لیکن شاہ صاحب کی گرفت کمال ہے ہر بار کمال در کمال کر دیتے ہیں .ماشاءالله,normal
اس ڈنگر رافضی کو نہ کلی فضیلت کا پتہ نہ مطلقہ کی خبر اٹھ کے مناظرہ کرنے آگیا (ہنسی),offensive
حقیقت یہی ہے جو بغیر اصول وضوابط کے قرآن وحدیث کی تشریح کرتا ہے وہ ہوائی باتیں کرتا ہے۔۔۔,normal
اویس بھائی ۔۔ہم آپ یٰسین صاحب اور علامہ شاہ صاحب سب ہی علی والے ہیں ۔۔لیکن اس مکالمے میں صرف ایک بات سب سے خوبصورت محسوس کی اور وہ یہ شاہ صاحب کا انداز گفتگو یٰسین صاحب سے بہت نرم اور محبت بھرا تھا ۔۔بحث مباحثہ مکالمے کا حصہ ہے لیکن بات کرنے کا انداز اور اپنی بات منوانے کا انداز ہی سامنے والے کے دل کو متاثر کرتا ہے ۔۔,normal
سیدنا ابوبکر صدیق افضل ہیں۔,normal
بھاگ جاتے تھے جنہیں جنگ سے لے کر گھوڑے تم نے وہ لوگ بھی حیدر سے ملائے ہوئے ہیںمہدی بخاری,offensive
اللہ اللہ شاہ صاحب زندہ آباد,normal
یسین قادری کا رفض ظاہر ہو گیا,offensive
کراچی والے مولوی صاحب کے دلائل بہت کمزور ہیں,offensive
"بعدِ خدا، بعدِ نبی ص سب سے بڑا علی ع ، علی ع",normal
میں نے اس مناظرے کے دونوں پارٹ پورے دیکھے ہیں میں یہ سمجھ کر ایا تھا کہ یاسین قادری صاحب جیت جائیں گے کیونکہ ان کے پاس دلائل بہت سارے ہیں لیکن جب میں نے دو پارٹ پورے دیکھے سوا سوا گھنٹے کے تو میں نے یہ پایا کہ سید گیلانی صاحب نے جتنے سوال پوچھے ان کا ایک سوال کا جواب بھی یاسین قادری صاحب نے نہیں دیا اور ان کے تقریبا دلائل ضعیف ہیں ایک طرف سید گیلانی صاحب حضرت علی کے خود صحیح حدیث سے واضح قول دکھا رہے ہیں جہاں پر مولا علی نے خود کہا ہے کہ ابوبکر سب سے افضل ہے لیکن تب ہی یاسین قادری صاحب جو علی والے ہیں علی کی بات نہیں مان رہے یہ مناظرہ بلا فصل حضرت سید ذوالفقار شاہ گیلانی صاحب جیت چکے ہیں حالانکہ میں حیران ہوں لیکن یہی حقیقت ہے,normal
سید نے یاسین منہاجی کے پسینے چھڑا دیئے,offensive
جیو علامہ یاسین قادری صاحب,normal
یٰسین قادری صاحب ۔۔۔۔۔زندآباد ۔۔۔۔۔۔۔۔سلامت رہیں آپ,normal
اویس ربانی صاحب۔ آپکو اس بات کا کریڈٹ جاتا ہے کہ اہلسنت کے چودہ صدیوں سے جو عقائد اس باب خلافت راشدہ کے بارے میں چلے آرہے تھے اہلسنت میں سے ان عقائد کو چھوڑنے والوں کے وجود کو ساری دنیا کے سامنے ثابت کر دیا ہے۔ اب ان لوگوں سے اور کوئی بحث نہیں صرف یہ مطالبہ ہے کہ جب سواد اعظم اہلسنت کا صدیوں پرانا ایک بہت اہم عقیدہ/ بیانیہ آپنے چھوڑ دیا ہے تو اب اہلسنت کہلوانا بھی چھوڑ دیں۔ صفر:صفرصفر,normal
جیو یاسین قادری صاحب مولا آپ کو سلامت رکھے,normal
